Name,Date,Frequency,Flux Density,Uncertainty,Upper Limit,Source Paper,Instrument,"EMERLIN, VLBA, EVN make note",Explosion Date,Date Source,Distance (Mpc),Distance Uncertainty,Distance Source
iPTF15eqv,57380.57,7.1,543,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-D,,57277,,26.452,,NED
iPTF15eqv,57392.6,16,42,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-DnC,,,,5.319,,NED
iPTF15eqv,57392.6,13.1,45,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-DnC,,,,Std. Dev,,NED
iPTF15eqv,57436.48,11,43,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-C,,,,15.4,,NED
iPTF15eqv,57436.48,8.6,42,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-C,,,,Min.,,NED
iPTF15eqv,57530.22,11,37,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-B,,,,33.3,,NED
iPTF15eqv,57530.22,8.6,33,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-B,,,,Max.,,NED
iPTF15eqv,57603.08,11,40,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-B,,,,23.51,,SNE
iPTF15eqv,57603.08,7.1,40,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-B,,,,28.5,,NED
iPTF15eqv,57603.08,4.9,67,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-B,,,,Median,,NED
iPTF15eqv,57603.08,8.6,38,1,*upper limit,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al",VLA-B,,,,"range from 15.4 to 32.9, adopt 30.4 Mpc",,"iPTF15eqv: Multiwavelength Expose of a Peculiar Calcium-rich Transient, Milisavljevic et al"
2016gkg,,,,,,,,,,,5.678,,NED
2016gkg,,,,,,,,,,,16.1,,NED
2016gkg,,,,,,,,,,,17.15,,NED
2016gkg,,,,,,,,,,,20.861,,NED
2016gkg,,,,,,,,,,,21.86,,SNE
2016gkg,,,,,,,,,,,31.7,,NED
2016gkg,,,,,,,,,,,Max.,,NED
2016gkg,,,,,,,,,,,Mean,,NED
2016gkg,,,,,,,,,,,Median,,NED
2016gkg,,,,,,,,,,,Min.,,NED
2016gkg,,,,,,,,,,,Std. Dev,,NED
2016gkg,,,,,,,,,,,,,
